day,timestamp,abs_timestamp,product,side,price,quantity,fill_type,source_order_price
-2,6800,-1993200,TOMATOES,BUY,4992,10,aggressive_cross,4992
-2,27700,-1972300,TOMATOES,SELL,4994,3,aggressive_cross,4994
-2,42400,-1957600,EMERALDS,BUY,10000,6,aggressive_cross,10000
-2,42400,-1957600,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,51800,-1948200,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,89400,-1910600,EMERALDS,SELL,10000,9,aggressive_cross,10000
-2,93100,-1906900,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,122100,-1877900,EMERALDS,SELL,10000,9,aggressive_cross,10000
-2,131700,-1868300,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,140900,-1859100,TOMATOES,BUY,5003,9,aggressive_cross,5003
-2,151300,-1848700,TOMATOES,SELL,5001,10,aggressive_cross,5001
-2,179200,-1820800,TOMATOES,SELL,4994,6,aggressive_cross,4994
-2,210800,-1789200,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,222300,-1777700,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,222300,-1777700,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,222700,-1777300,TOMATOES,SELL,4998,4,aggressive_cross,4998
-2,234700,-1765300,TOMATOES,SELL,4997,2,aggressive_cross,4997
-2,243100,-1756900,TOMATOES,SELL,4994,2,aggressive_cross,4994
-2,247500,-1752500,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,247500,-1752500,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,249900,-1750100,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,255800,-1744200,TOMATOES,SELL,4997,3,aggressive_cross,4997
-2,267300,-1732700,TOMATOES,SELL,4997,7,aggressive_cross,4997
-2,272200,-1727800,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,274300,-1725700,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,280900,-1719100,TOMATOES,SELL,5008,4,aggressive_cross,5008
-2,299400,-1700600,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,305800,-1694200,EMERALDS,BUY,10008,4,aggressive_cross,10008
-2,305900,-1694100,EMERALDS,BUY,10008,4,aggressive_cross,10008
-2,306600,-1693400,EMERALDS,BUY,10000,6,aggressive_cross,10000
-2,306600,-1693400,EMERALDS,BUY,10000,7,aggressive_cross,10000
-2,314100,-1685900,TOMATOES,SELL,5002,9,aggressive_cross,5002
-2,350500,-1649500,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,412100,-1587900,TOMATOES,BUY,5006,10,aggressive_cross,5006
-2,413000,-1587000,EMERALDS,BUY,10008,4,aggressive_cross,10008
-2,421000,-1579000,EMERALDS,SELL,10000,10,aggressive_cross,10000
-2,437100,-1562900,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,457100,-1542900,EMERALDS,BUY,10000,10,aggressive_cross,10000
-2,462000,-1538000,TOMATOES,BUY,4999,9,aggressive_cross,4999
-2,482700,-1517300,TOMATOES,BUY,4996,10,aggressive_cross,4996
-2,488800,-1511200,EMERALDS,BUY,10000,7,aggressive_cross,10000
-2,494600,-1505400,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,494600,-1505400,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,501100,-1498900,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,519500,-1480500,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,526200,-1473800,TOMATOES,SELL,4990,10,aggressive_cross,4990
-2,527900,-1472100,EMERALDS,SELL,10000,9,aggressive_cross,10000
-2,530800,-1469200,TOMATOES,SELL,4993,2,aggressive_cross,4993
-2,574200,-1425800,TOMATOES,SELL,4997,10,aggressive_cross,4997
-2,588300,-1411700,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,599500,-1400500,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,605000,-1395000,EMERALDS,BUY,10000,6,aggressive_cross,10000
-2,622200,-1377800,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,622200,-1377800,EMERALDS,SELL,10000,10,aggressive_cross,10000
-2,625300,-1374700,TOMATOES,BUY,4998,10,aggressive_cross,4998
-2,631000,-1369000,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,650100,-1349900,TOMATOES,BUY,5015,5,aggressive_cross,5015
-2,655700,-1344300,TOMATOES,BUY,5020,10,aggressive_cross,5020
-2,660400,-1339600,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,660400,-1339600,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,674700,-1325300,EMERALDS,BUY,10000,7,aggressive_cross,10000
-2,681200,-1318800,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,714600,-1285400,TOMATOES,SELL,5002,5,aggressive_cross,5002
-2,716800,-1283200,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,716800,-1283200,EMERALDS,SELL,10000,7,aggressive_cross,10000
