day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;EMERALDS;10000.0;0;0.0;0.0
-2;0;SQUID_INK;1998.5;0;0.0;0.0
-2;0;TOMATOES;5000.0;0;0.0;0.0
-2;0;CROISSANTS;4270.0;0;0.0;0.0
-2;0;JAMS;6530.0;0;0.0;0.0
-2;0;DJEMBES;13400.0;0;0.0;0.0
-2;0;PICNIC_BASKET1;58623.5;0;0.0;0.0
-2;0;PICNIC_BASKET2;30098.0;0;0.0;0.0
-2;100;EMERALDS;10000.0;0;0.0;0.0
-2;100;SQUID_INK;1997.0;0;0.0;0.0
-2;100;TOMATOES;5000.25;0;0.0;0.0
-2;100;CROISSANTS;4269.874899448493;0;0.0;0.0
-2;100;JAMS;6529.6842038289715;0;0.0;0.0
-2;100;DJEMBES;13400.607265247265;0;0.0;0.0
-2;100;PICNIC_BASKET1;58625.40927342514;0;0.0;0.0
-2;100;PICNIC_BASKET2;30099.368005451914;0;0.0;0.0
-2;200;EMERALDS;10000.0;0;0.0;0.0
-2;200;SQUID_INK;1994.0;0;0.0;0.0
-2;200;TOMATOES;4999.75;0;0.0;0.0
-2;200;CROISSANTS;4269.624758651323;0;0.0;0.0
-2;200;JAMS;6529.760813482106;0;0.0;0.0
-2;200;DJEMBES;13401.332746959957;0;0.0;0.0
-2;200;PICNIC_BASKET1;58628.36373931421;0;0.0;0.0
-2;200;PICNIC_BASKET2;30100.020661569502;0;0.0;0.0
-2;300;EMERALDS;10000.0;0;0.0;0.0
-2;300;SQUID_INK;1995.0;0;0.0;0.0
-2;300;TOMATOES;4999.75;2;-9988.0;11.5
-2;300;CROISSANTS;4269.776035248779;0;0.0;0.0
-2;300;JAMS;6530.279017248498;0;0.0;0.0
-2;300;DJEMBES;13401.098173413016;0;0.0;0.0
-2;300;PICNIC_BASKET1;58628.59143665119;0;0.0;0.0
-2;300;PICNIC_BASKET2;30102.162175492114;0;0.0;0.0
-2;400;EMERALDS;10000.0;0;0.0;0.0
-2;400;SQUID_INK;1995.5;0;0.0;0.0
-2;400;TOMATOES;5000.25;2;-9988.0;12.5
-2;400;CROISSANTS;4269.3705449667505;0;0.0;0.0
-2;400;JAMS;6530.308549808399;0;0.0;0.0
-2;400;DJEMBES;13400.394178184752;0;0.0;0.0
-2;400;PICNIC_BASKET1;58623.54309741045;0;0.0;0.0
-2;400;PICNIC_BASKET2;30097.099279483802;0;0.0;0.0
-2;500;EMERALDS;10000.0;0;0.0;0.0
-2;500;SQUID_INK;1995.0;0;0.0;0.0
-2;500;TOMATOES;5000.25;2;-9988.0;12.5
-2;500;CROISSANTS;4269.359442592381;0;0.0;0.0
-2;500;JAMS;6530.330926563336;0;0.0;0.0
-2;500;DJEMBES;13401.043390830619;0;0.0;0.0
-2;500;PICNIC_BASKET1;58627.69282607491;0;0.0;0.0
-2;500;PICNIC_BASKET2;30100.099623496197;0;0.0;0.0
-2;600;EMERALDS;10000.0;0;0.0;0.0
-2;600;SQUID_INK;1994.0;0;0.0;0.0
-2;600;TOMATOES;5000.25;2;-9988.0;12.5
-2;600;CROISSANTS;4269.82700153805;0;0.0;0.0
-2;600;JAMS;6530.8556010895045;0;0.0;0.0
-2;600;DJEMBES;13401.358915649287;0;0.0;0.0
-2;600;PICNIC_BASKET1;58628.8877281461;0;0.0;0.0
-2;600;PICNIC_BASKET2;30105.01920833121;0;0.0;0.0
-2;700;EMERALDS;10000.0;0;0.0;0.0
-2;700;SQUID_INK;1992.0;0;0.0;0.0
-2;700;TOMATOES;5000.75;2;-9988.0;13.5
-2;700;CROISSANTS;4269.8363031298795;0;0.0;0.0
-2;700;JAMS;6530.624006967314;0;0.0;0.0
-2;700;DJEMBES;13399.850086717093;0;0.0;0.0
-2;700;PICNIC_BASKET1;58627.73992639831;0;0.0;0.0
-2;700;PICNIC_BASKET2;30106.093226454148;0;0.0;0.0
-2;800;EMERALDS;10000.0;0;0.0;0.0
-2;800;SQUID_INK;1990.5;0;0.0;0.0
-2;800;TOMATOES;5000.25;2;-9988.0;12.5
-2;800;CROISSANTS;4269.731647261786;0;0.0;0.0
-2;800;JAMS;6530.880912884962;0;0.0;0.0
-2;800;DJEMBES;13399.073924441973;0;0.0;0.0
-2;800;PICNIC_BASKET1;58626.60654666757;0;0.0;0.0
-2;800;PICNIC_BASKET2;30106.688414817065;0;0.0;0.0
-2;900;EMERALDS;10000.0;0;0.0;0.0
-2;900;SQUID_INK;1989.0;0;0.0;0.0
-2;900;TOMATOES;5000.25;2;-9988.0;12.5
-2;900;CROISSANTS;4269.922284990771;0;0.0;0.0
-2;900;JAMS;6530.587902431919;0;0.0;0.0
-2;900;DJEMBES;13398.833148415868;0;0.0;0.0
-2;900;PICNIC_BASKET1;58633.130565656254;0;0.0;0.0
-2;900;PICNIC_BASKET2;30109.86494482692;0;0.0;0.0
-2;1000;EMERALDS;10000.0;0;0.0;0.0
-2;1000;SQUID_INK;1990.0;0;0.0;0.0
-2;1000;TOMATOES;5000.5;2;-9988.0;13.0
-2;1000;CROISSANTS;4270.11205109114;0;0.0;0.0
-2;1000;JAMS;6530.5976606705535;0;0.0;0.0
-2;1000;DJEMBES;13398.1868671285;0;0.0;0.0
-2;1000;PICNIC_BASKET1;58633.652155687;0;0.0;0.0
-2;1000;PICNIC_BASKET2;30111.143525705666;0;0.0;0.0
-2;1100;EMERALDS;10000.0;0;0.0;0.0
-2;1100;SQUID_INK;1985.0;0;0.0;0.0
-2;1100;TOMATOES;5000.25;2;-9988.0;12.5
-2;1100;CROISSANTS;4270.323865677781;0;0.0;0.0
-2;1100;JAMS;6530.585647154288;0;0.0;0.0
-2;1100;DJEMBES;13398.12966040749;0;0.0;0.0
-2;1100;PICNIC_BASKET1;58638.32979593704;0;0.0;0.0
-2;1100;PICNIC_BASKET2;30115.4667570197;0;0.0;0.0
-2;1200;EMERALDS;10000.0;0;0.0;0.0
-2;1200;SQUID_INK;1985.5;0;0.0;0.0
-2;1200;TOMATOES;4999.75;2;-9988.0;11.5
-2;1200;CROISSANTS;4270.068105587311;0;0.0;0.0
-2;1200;JAMS;6529.920658783574;0;0.0;0.0
