timestamp;buyer;seller;symbol;currency;price;quantity
1800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4992.0;4
3600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4992.0;3
4900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
6100;BOT;SUBMISSION;TOMATOES;XIRECS;4999.0;5
7500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
8500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;4
8700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
11000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;2
19500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;2
20300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4993.0;3
22200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5002.0;3
24800;SUBMISSION;BOT;TOMATOES;XIRECS;4993.0;7
24900;BOT;SUBMISSION;TOMATOES;XIRECS;4995.0;5
25500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5000.0;5
27600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5000.0;3
29900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
30600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4998.0;5
33300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4988.0;4
33700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4989.0;4
34600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4987.0;2
36100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4986.0;3
36600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4986.0;2
38200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4987.0;2
39800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4999.0;3
40000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
