timestamp;buyer;seller;symbol;currency;price;quantity
700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;4
900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;3
1400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;5
2200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
2600;SUBMISSION;BOT;TOMATOES;XIRECS;4997.0;7
3200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4992.0;5
4400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
4600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4991.0;3
9100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
10700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4985.0;5
11100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4996.0;5
14300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4981.0;5
14400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4981.0;2
14600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4980.0;2
15100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4982.0;2
18000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
20400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4980.0;2
21600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
21900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
22300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4976.0;5
23300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
25000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4991.0;5
26100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
27200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
27600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4992.0;3
27800;BOT;SUBMISSION;TOMATOES;XIRECS;4988.0;10
28800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4988.0;3
29400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4995.0;3
30800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
31800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4996.0;4
32200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4986.0;3
35200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
35800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;4
36500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
39600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
40100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4996.0;5
41100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;2
41600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;4
41900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;2
43800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
46400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5005.0;4
48800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;5
51400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;5
56000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;4
