day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;EMERALDS;10000.0;0;0.0;0.0
-2;0;SQUID_INK;2001.0;0;0.0;0.0
-2;0;TOMATOES;5000.0;0;0.0;0.0
-2;0;CROISSANTS;4270.0;0;0.0;0.0
-2;0;JAMS;6530.0;0;0.0;0.0
-2;0;DJEMBES;13400.0;0;0.0;0.0
-2;0;PICNIC_BASKET1;58433.5;0;0.0;0.0
-2;0;PICNIC_BASKET2;30276.5;0;0.0;0.0
-2;100;EMERALDS;10000.0;0;0.0;0.0
-2;100;SQUID_INK;2001.5;0;0.0;0.0
-2;100;TOMATOES;5000.5;0;0.0;0.0
-2;100;CROISSANTS;4270.274358567992;0;0.0;0.0
-2;100;JAMS;6531.178883696291;0;0.0;0.0
-2;100;DJEMBES;13399.304938877238;0;0.0;0.0
-2;100;PICNIC_BASKET1;58444.98774137406;0;0.0;0.0
-2;100;PICNIC_BASKET2;30285.45520166455;0;0.0;0.0
-2;200;EMERALDS;10000.0;0;0.0;0.0
-2;200;SQUID_INK;2003.0;0;0.0;0.0
-2;200;TOMATOES;5000.5;0;0.0;0.0
-2;200;CROISSANTS;4270.091475422671;0;0.0;0.0
-2;200;JAMS;6531.551808776649;0;0.0;0.0
-2;200;DJEMBES;13400.81962697501;0;0.0;0.0
-2;200;PICNIC_BASKET1;58448.523905840986;0;0.0;0.0
-2;200;PICNIC_BASKET2;30286.46951924398;0;0.0;0.0
-2;300;EMERALDS;10000.0;0;0.0;0.0
-2;300;SQUID_INK;2006.0;0;0.0;0.0
-2;300;TOMATOES;5000.75;0;0.0;0.0
-2;300;CROISSANTS;4269.3490316642765;0;0.0;0.0
-2;300;JAMS;6531.820427605869;0;0.0;0.0
-2;300;DJEMBES;13400.429443665595;0;0.0;0.0
-2;300;PICNIC_BASKET1;58447.484916468864;0;0.0;0.0
-2;300;PICNIC_BASKET2;30282.03698186884;0;0.0;0.0
-2;400;EMERALDS;10000.0;0;0.0;0.0
-2;400;SQUID_INK;2005.5;0;0.0;0.0
-2;400;TOMATOES;5001.5;0;0.0;0.0
-2;400;CROISSANTS;4268.960114577274;0;0.0;0.0
-2;400;JAMS;6532.017408685666;0;0.0;0.0
-2;400;DJEMBES;13401.114022114676;0;0.0;0.0
-2;400;PICNIC_BASKET1;58447.92693563532;0;0.0;0.0
-2;400;PICNIC_BASKET2;30283.375275680428;0;0.0;0.0
-2;500;EMERALDS;10000.0;0;0.0;0.0
-2;500;SQUID_INK;2008.5;0;0.0;0.0
-2;500;TOMATOES;5000.5;0;0.0;0.0
-2;500;CROISSANTS;4268.993524274274;0;0.0;0.0
-2;500;JAMS;6532.496993830709;0;0.0;0.0
-2;500;DJEMBES;13401.46017075911;0;0.0;0.0
-2;500;PICNIC_BASKET1;58446.41229789688;0;0.0;0.0
-2;500;PICNIC_BASKET2;30282.96808475851;0;0.0;0.0
-2;600;EMERALDS;10000.0;0;0.0;0.0
-2;600;SQUID_INK;2011.0;0;0.0;0.0
-2;600;TOMATOES;5000.75;0;0.0;0.0
-2;600;CROISSANTS;4269.187207063541;0;0.0;0.0
-2;600;JAMS;6533.276467592669;0;0.0;0.0
-2;600;DJEMBES;13402.883834252343;0;0.0;0.0
-2;600;PICNIC_BASKET1;58450.8364794116;0;0.0;0.0
-2;600;PICNIC_BASKET2;30283.8017634395;0;0.0;0.0
-2;700;EMERALDS;10000.0;0;0.0;0.0
-2;700;SQUID_INK;2012.5;0;0.0;0.0
-2;700;TOMATOES;5001.0;0;0.0;0.0
-2;700;CROISSANTS;4268.928216479295;0;0.0;0.0
-2;700;JAMS;6533.726792037581;0;0.0;0.0
-2;700;DJEMBES;13402.067704440355;0;0.0;0.0
-2;700;PICNIC_BASKET1;58451.81737942887;0;0.0;0.0
-2;700;PICNIC_BASKET2;30283.666449992343;0;0.0;0.0
-2;800;EMERALDS;10000.0;0;0.0;0.0
-2;800;SQUID_INK;2014.0;0;0.0;0.0
-2;800;TOMATOES;5001.0;0;0.0;0.0
