day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;EMERALDS;10000.0;0;0.0;0.0
-2;0;SQUID_INK;1998.5;0;0.0;0.0
-2;0;TOMATOES;5000.0;0;0.0;0.0
-2;0;CROISSANTS;4270.0;0;0.0;0.0
-2;0;JAMS;6530.0;0;0.0;0.0
-2;0;DJEMBES;13400.0;0;0.0;0.0
-2;0;PICNIC_BASKET1;58655.0;0;0.0;0.0
-2;0;PICNIC_BASKET2;30190.0;0;0.0;0.0
-2;100;EMERALDS;10000.0;0;0.0;0.0
-2;100;SQUID_INK;1999.0;0;0.0;0.0
-2;100;TOMATOES;5000.25;0;0.0;0.0
-2;100;CROISSANTS;4269.7068414725345;0;0.0;0.0
-2;100;JAMS;6530.741624854352;0;0.0;0.0
-2;100;DJEMBES;13399.048231952507;0;0.0;0.0
-2;100;PICNIC_BASKET1;58654.01415535077;0;0.0;0.0
-2;100;PICNIC_BASKET2;30193.310615598843;0;0.0;0.0
-2;200;EMERALDS;10000.0;0;0.0;0.0
-2;200;SQUID_INK;2001.0;0;0.0;0.0
-2;200;TOMATOES;5000.5;0;0.0;0.0
-2;200;CROISSANTS;4269.6799769374;0;0.0;0.0
-2;200;JAMS;6530.783672091901;0;0.0;0.0
-2;200;DJEMBES;13398.48540861981;0;0.0;0.0
-2;200;PICNIC_BASKET1;58650.41628651991;0;0.0;0.0
-2;200;PICNIC_BASKET2;30193.787251933405;0;0.0;0.0
-2;300;EMERALDS;10000.0;0;0.0;0.0
-2;300;SQUID_INK;2001.5;0;0.0;0.0
-2;300;TOMATOES;5001.0;0;0.0;0.0
-2;300;CROISSANTS;4270.451411276795;0;0.0;0.0
-2;300;JAMS;6530.6873228031245;0;0.0;0.0
-2;300;DJEMBES;13398.854755358005;0;0.0;0.0
-2;300;PICNIC_BASKET1;58652.12519142815;0;0.0;0.0
-2;300;PICNIC_BASKET2;30198.180290713426;0;0.0;0.0
-2;400;EMERALDS;10000.0;0;0.0;0.0
-2;400;SQUID_INK;2001.5;0;0.0;0.0
-2;400;TOMATOES;5002.0;0;0.0;0.0
-2;400;CROISSANTS;4270.475874239081;0;0.0;0.0
-2;400;JAMS;6530.6788715770945;0;0.0;0.0
-2;400;DJEMBES;13398.475445204995;0;0.0;0.0
-2;400;PICNIC_BASKET1;58655.36730537077;0;0.0;0.0
-2;400;PICNIC_BASKET2;30200.761240110514;0;0.0;0.0
-2;500;EMERALDS;10000.0;0;0.0;0.0
-2;500;SQUID_INK;2001.0;0;0.0;0.0
-2;500;TOMATOES;5002.0;0;0.0;0.0
-2;500;CROISSANTS;4270.374306405892;0;0.0;0.0
-2;500;JAMS;6529.925585277581;0;0.0;0.0
-2;500;DJEMBES;13398.386438282336;0;0.0;0.0
-2;500;PICNIC_BASKET1;58651.40903255044;0;0.0;0.0
-2;500;PICNIC_BASKET2;30197.348396178728;0;0.0;0.0
-2;600;EMERALDS;10000.0;0;0.0;0.0
-2;600;SQUID_INK;2000.0;0;0.0;0.0
-2;600;TOMATOES;5001.5;0;0.0;0.0
-2;600;CROISSANTS;4270.204568551562;0;0.0;0.0
-2;600;JAMS;6529.9991815232925;0;0.0;0.0
-2;600;DJEMBES;13398.635720363007;0;0.0;0.0
-2;600;PICNIC_BASKET1;58651.36067624226;0;0.0;0.0
-2;600;PICNIC_BASKET2;30195.816637252836;0;0.0;0.0
-2;700;EMERALDS;10000.0;0;0.0;0.0
-2;700;SQUID_INK;2000.0;0;0.0;0.0
-2;700;TOMATOES;5001.5;0;0.0;0.0
-2;700;CROISSANTS;4269.734850110646;0;0.0;0.0
-2;700;JAMS;6530.185910788985;0;0.0;0.0
-2;700;DJEMBES;13398.437802766584;0;0.0;0.0
-2;700;PICNIC_BASKET1;58644.404635797415;0;0.0;0.0
-2;700;PICNIC_BASKET2;30195.811222020555;0;0.0;0.0
-2;800;EMERALDS;10000.0;0;0.0;0.0
-2;800;SQUID_INK;1998.0;0;0.0;0.0
-2;800;TOMATOES;5002.25;0;0.0;0.0
-2;800;CROISSANTS;4270.03578339618;0;0.0;0.0
-2;800;JAMS;6530.645146145251;0;0.0;0.0
-2;800;DJEMBES;13398.034836199591;0;0.0;0.0
-2;800;PICNIC_BASKET1;58643.684975012424;0;0.0;0.0
-2;800;PICNIC_BASKET2;30194.93342587522;0;0.0;0.0
-2;900;EMERALDS;10000.0;0;0.0;0.0
-2;900;SQUID_INK;2000.5;0;0.0;0.0
-2;900;TOMATOES;5002.0;0;0.0;0.0
-2;900;CROISSANTS;4270.312770550616;0;0.0;0.0
-2;900;JAMS;6530.633301324061;0;0.0;0.0
-2;900;DJEMBES;13397.833770905465;0;0.0;0.0
-2;900;PICNIC_BASKET1;58643.110298181346;0;0.0;0.0
-2;900;PICNIC_BASKET2;30197.517684850587;0;0.0;0.0
-2;1000;EMERALDS;10000.0;0;0.0;0.0
-2;1000;SQUID_INK;1999.5;0;0.0;0.0
-2;1000;TOMATOES;5002.0;0;0.0;0.0
-2;1000;CROISSANTS;4270.661459336994;0;0.0;0.0
-2;1000;JAMS;6530.846472192727;0;0.0;0.0
-2;1000;DJEMBES;13397.871751561379;0;0.0;0.0
-2;1000;PICNIC_BASKET1;58643.87992416152;0;0.0;0.0
-2;1000;PICNIC_BASKET2;30199.33878173343;0;0.0;0.0
-2;1100;EMERALDS;10000.0;0;0.0;0.0
-2;1100;SQUID_INK;2000.5;0;0.0;0.0
-2;1100;TOMATOES;5001.5;0;0.0;0.0
-2;1100;CROISSANTS;4269.976067124943;0;0.0;0.0
-2;1100;JAMS;6530.743221596129;0;0.0;0.0
-2;1100;DJEMBES;13398.158427437782;0;0.0;0.0
-2;1100;PICNIC_BASKET1;58638.74449497583;0;0.0;0.0
-2;1100;PICNIC_BASKET2;30196.89071169203;0;0.0;0.0
-2;1200;EMERALDS;10000.0;0;0.0;0.0
-2;1200;SQUID_INK;2001.5;0;0.0;0.0
-2;1200;TOMATOES;5001.0;4;-19980.0;24.0
-2;1200;CROISSANTS;4270.31703030347;0;0.0;0.0
-2;1200;JAMS;6530.4878588336915;0;0.0;0.0
