timestamp;buyer;seller;symbol;currency;price;quantity
300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;3
1600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;5
3300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;5
4000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;3
6400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;5
6700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
8800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
9400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
9800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
11700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;5
12700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;2
14600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
15200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
18100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;2
18400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
19000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
20700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;2
21400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;3
21900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
24400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5003.0;2
25500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;5
26900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;5
27800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
27900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;5
28100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;4
28600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
29700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;4
31200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;3
31900;SUBMISSION;BOT;TOMATOES;XIRECS;5006.0;8
32400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;2
33900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
34100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
35000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;2
36600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;5
37300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;5
39500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
39600;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
40800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;4
42500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;3
44400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
45300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5021.0;2
45800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
46800;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
46900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
47300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
48000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5022.0;3
48400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5021.0;3
50100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5023.0;2
57500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5024.0;5
58400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5013.0;5
59400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
66300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5016.0;3
67900;BOT;SUBMISSION;TOMATOES;XIRECS;5022.0;7
67900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5027.0;5
69800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5024.0;2
70100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5013.0;3
70600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
71900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5022.0;4
75800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;5
76700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5018.0;2
77600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5014.0;4
80300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5011.0;3
82900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
89900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5025.0;5
90500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5014.0;4
90800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5025.0;4
92200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5026.0;5
93900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5026.0;5
94200;BOT;SUBMISSION;TOMATOES;XIRECS;5021.0;8
96100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
96400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5019.0;4
97600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5032.0;2
97800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
99000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
99800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
100400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5024.0;2
100600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5024.0;3
101000;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
101200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5035.0;3
101500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
103000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5025.0;3
104800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5036.0;5
105200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
105900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5024.0;2
106300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5024.0;4
107500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5034.0;5
108300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5033.0;4
108400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5033.0;3
108800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5033.0;3
109300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5031.0;5
110100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5020.0;2
111000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5029.0;5
112100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5017.0;3
114200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
120600;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
121700;SUBMISSION;BOT;EMERALDS;XIRECS;10000.0;5
122700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5017.0;2
124000;SUBMISSION;BOT;TOMATOES;XIRECS;5023.0;7
125500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;10001.0;5
125900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;9999.0;8
128900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5027.0;4
133500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5022.0;2
133600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
