timestamp;buyer;seller;symbol;currency;price;quantity
900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;3
3200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4994.0;2
4400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;2
4900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
7800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
8200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;4
10200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
10400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
10900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;2
14800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;3
16300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
17500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;5
18300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
19300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;2
25200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
26000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
28900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
29100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
31200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;4
32000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
32600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
33200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
34100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5017.0;2
35000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;4
35100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5007.0;3
35900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5017.0;2
38100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;10001.0;4
39500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5019.0;5
39800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5007.0;2
40700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;5
42000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5005.0;3
43200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;2
46100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
48100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;2
48900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;3
49700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;5
50000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
51300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;2
56200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;5
58400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;2
58900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
59100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
59300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;5
59400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
62400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
65100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
67000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
