timestamp;buyer;seller;symbol;currency;price;quantity
2100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
4300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
6900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
7000;BOT;SUBMISSION;TOMATOES;XIRECS;5004.0;6
11700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
11800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
12100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
13300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;3
14000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
15300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;2
15700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
16100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;5
16200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
18600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
21900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
23300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
24500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5005.0;4
26900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5020.0;4
27100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
28500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5018.0;4
28600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
28800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5019.0;3
30400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5020.0;2
30500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5009.0;2
31700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
32100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5021.0;5
32800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5022.0;3
33900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5020.0;2
35600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5020.0;2
36200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
37300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
38500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5007.0;3
42600;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
43500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5015.0;2
44500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5027.0;2
46800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5018.0;2
48100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5023.0;4
