timestamp;buyer;seller;symbol;currency;price;quantity
400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;3
1900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
6300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
6900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;5
8500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
9500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5002.0;4
10800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;2
14900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;4
17000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;2
18400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
18600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;5
21700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;3
26400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
27000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;2
29400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5017.0;5
30100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5012.0;3
32800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;3
35600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
37400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
37500;SUBMISSION;BOT;TOMATOES;XIRECS;5006.0;9
37800;SUBMISSION;BOT;TOMATOES;XIRECS;5005.0;10
39100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;2
40900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
41700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
41800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;3
43100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
44900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
45700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;5
48100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
48400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
49800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;2
50000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
51400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
52500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
55300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;2
55700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
55900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
57200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;2
57500;BOT;SUBMISSION;EMERALDS;XIRECS;10000.0;9
59800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
60000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
61700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
65800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
70200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
70700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;2
71100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5005.0;2
71700;BOT;SUBMISSION;TOMATOES;XIRECS;5010.0;10
71900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
72200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;4
72400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;3
72500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;2
75000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;4
78400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
80100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
80400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;5
81100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
83100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5014.0;5
84400;SUBMISSION;BOT;TOMATOES;XIRECS;5007.0;5
91000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;2
91300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
93700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
95900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;4
96300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;5
97300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;2
97900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
99200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5003.0;3
102100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;2
103900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;3
104500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;2
106800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4993.0;2
109100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
109200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;4
109400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
110400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
111900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;4
112500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;4
114400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
118500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;3
124000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
124400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5000.0;2
128400;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
135600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;4
138500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;4
138900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;2
140500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;3
141300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;4
141800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
142100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;4
145800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;4
146400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
149400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5008.0;3
151500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
151500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4994.0;2
153600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;2
154500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4995.0;2
154700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;2
155700;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;2
156300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
158800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
164300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
165200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;5
166500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
168300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
168900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
169300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
170000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
170100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
171200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;5
172300;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4997.0;5
174300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5005.0;2
176400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;5
176600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4993.0;2
180300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;3
182700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
185600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;4
185800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;5
188100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;3
188300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
188600;SUBMISSION;BOT;TOMATOES;XIRECS;5002.0;5
190200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5009.0;4
190500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
