day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;EMERALDS;10000.0;0;0.0;0.0
-2;0;SQUID_INK;2002.0;0;0.0;0.0
-2;0;TOMATOES;5000.0;0;0.0;0.0
-2;0;CROISSANTS;4270.0;0;0.0;0.0
-2;0;JAMS;6530.0;0;0.0;0.0
-2;0;DJEMBES;13400.0;0;0.0;0.0
-2;0;PICNIC_BASKET1;58586.0;0;0.0;0.0
-2;0;PICNIC_BASKET2;30174.5;0;0.0;0.0
-2;100;EMERALDS;10000.0;0;0.0;0.0
-2;100;SQUID_INK;2001.5;0;0.0;0.0
-2;100;TOMATOES;5000.0;0;0.0;0.0
-2;100;CROISSANTS;4269.154549350852;0;0.0;0.0
-2;100;JAMS;6529.446195185634;0;0.0;0.0
-2;100;DJEMBES;13399.820849710743;0;0.0;0.0
-2;100;PICNIC_BASKET1;58581.08673137275;0;0.0;0.0
-2;100;PICNIC_BASKET2;30169.010587774676;0;0.0;0.0
-2;200;EMERALDS;10000.0;0;0.0;0.0
-2;200;SQUID_INK;2001.5;0;0.0;0.0
-2;200;TOMATOES;4999.5;0;0.0;0.0
-2;200;CROISSANTS;4269.211436296728;0;0.0;0.0
-2;200;JAMS;6529.931083962287;0;0.0;0.0
-2;200;DJEMBES;13400.280048524322;0;0.0;0.0
-2;200;PICNIC_BASKET1;58584.34191819155;0;0.0;0.0
-2;200;PICNIC_BASKET2;30170.707913111484;0;0.0;0.0
-2;300;EMERALDS;10000.0;0;0.0;0.0
-2;300;SQUID_INK;2001.0;0;0.0;0.0
-2;300;TOMATOES;4999.75;0;0.0;0.0
-2;300;CROISSANTS;4269.131280337491;0;0.0;0.0
-2;300;JAMS;6530.009519399785;0;0.0;0.0
-2;300;DJEMBES;13400.136425327755;0;0.0;0.0
-2;300;PICNIC_BASKET1;58586.45266555206;0;0.0;0.0
-2;300;PICNIC_BASKET2;30177.044160149533;0;0.0;0.0
-2;400;EMERALDS;10000.0;0;0.0;0.0
-2;400;SQUID_INK;1999.0;0;0.0;0.0
-2;400;TOMATOES;4999.5;0;0.0;0.0
-2;400;CROISSANTS;4269.728533549884;0;0.0;0.0
-2;400;JAMS;6529.805578039921;0;0.0;0.0
-2;400;DJEMBES;13400.582906786438;0;0.0;0.0
-2;400;PICNIC_BASKET1;58594.370842205506;0;0.0;0.0
-2;400;PICNIC_BASKET2;30174.025290279376;0;0.0;0.0
-2;500;EMERALDS;10000.0;0;0.0;0.0
-2;500;SQUID_INK;2001.0;0;0.0;0.0
-2;500;TOMATOES;5000.0;0;0.0;0.0
-2;500;CROISSANTS;4269.940604309242;0;0.0;0.0
-2;500;JAMS;6530.818547441449;0;0.0;0.0
-2;500;DJEMBES;13400.20535603779;0;0.0;0.0
-2;500;PICNIC_BASKET1;58598.304624217584;0;0.0;0.0
-2;500;PICNIC_BASKET2;30177.899512119868;0;0.0;0.0
-2;600;EMERALDS;10000.0;0;0.0;0.0
-2;600;SQUID_INK;2001.0;0;0.0;0.0
-2;600;TOMATOES;5000.25;0;0.0;0.0
-2;600;CROISSANTS;4269.246906718666;0;0.0;0.0
-2;600;JAMS;6531.83785641864;0;0.0;0.0
-2;600;DJEMBES;13400.634934624668;0;0.0;0.0
-2;600;PICNIC_BASKET1;58600.12994419258;0;0.0;0.0
-2;600;PICNIC_BASKET2;30180.163339711944;0;0.0;0.0
-2;700;EMERALDS;10000.0;0;0.0;0.0
-2;700;SQUID_INK;2001.5;0;0.0;0.0
-2;700;TOMATOES;4999.5;4;-19976.0;22.0
-2;700;CROISSANTS;4269.165857749431;0;0.0;0.0
