day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;EMERALDS;10000.0;0;0.0;0.0
-2;0;SQUID_INK;1999.0;0;0.0;0.0
-2;0;TOMATOES;5000.0;0;0.0;0.0
-2;0;CROISSANTS;4270.0;0;0.0;0.0
-2;0;JAMS;6530.0;0;0.0;0.0
-2;0;DJEMBES;13400.0;0;0.0;0.0
-2;0;PICNIC_BASKET1;58590.5;0;0.0;0.0
-2;0;PICNIC_BASKET2;30201.5;0;0.0;0.0
-2;100;EMERALDS;10000.0;0;0.0;0.0
-2;100;SQUID_INK;1999.5;0;0.0;0.0
-2;100;TOMATOES;4999.25;0;0.0;0.0
-2;100;CROISSANTS;4269.83347208723;0;0.0;0.0
-2;100;JAMS;6530.483718188878;0;0.0;0.0
-2;100;DJEMBES;13399.308334519832;0;0.0;0.0
-2;100;PICNIC_BASKET1;58596.26032160984;0;0.0;0.0
-2;100;PICNIC_BASKET2;30202.301324726675;0;0.0;0.0
-2;200;EMERALDS;10000.0;0;0.0;0.0
-2;200;SQUID_INK;1999.5;0;0.0;0.0
-2;200;TOMATOES;4999.75;0;0.0;0.0
-2;200;CROISSANTS;4269.8368329404575;0;0.0;0.0
-2;200;JAMS;6530.745221938121;0;0.0;0.0
-2;200;DJEMBES;13399.684358781913;0;0.0;0.0
-2;200;PICNIC_BASKET1;58595.441022239014;0;0.0;0.0
-2;200;PICNIC_BASKET2;30203.337775638072;0;0.0;0.0
-2;300;EMERALDS;10000.0;0;0.0;0.0
-2;300;SQUID_INK;1998.5;0;0.0;0.0
-2;300;TOMATOES;4999.5;0;0.0;0.0
-2;300;CROISSANTS;4269.591143359953;0;0.0;0.0
-2;300;JAMS;6530.483882997128;0;0.0;0.0
-2;300;DJEMBES;13399.693598538184;0;0.0;0.0
-2;300;PICNIC_BASKET1;58601.69210768929;0;0.0;0.0
-2;300;PICNIC_BASKET2;30203.83233943407;0;0.0;0.0
-2;400;EMERALDS;10000.0;0;0.0;0.0
-2;400;SQUID_INK;1998.0;0;0.0;0.0
-2;400;TOMATOES;4999.75;0;0.0;0.0
-2;400;CROISSANTS;4269.456520126533;0;0.0;0.0
-2;400;JAMS;6530.44169823601;0;0.0;0.0
-2;400;DJEMBES;13399.960964376902;0;0.0;0.0
-2;400;PICNIC_BASKET1;58605.52517984413;0;0.0;0.0
-2;400;PICNIC_BASKET2;30205.209476978154;0;0.0;0.0
-2;500;EMERALDS;10000.0;0;0.0;0.0
-2;500;SQUID_INK;1998.5;0;0.0;0.0
-2;500;TOMATOES;4999.75;0;0.0;0.0
-2;500;CROISSANTS;4269.518010014772;0;0.0;0.0
-2;500;JAMS;6530.716371304881;0;0.0;0.0
-2;500;DJEMBES;13400.355931289785;0;0.0;0.0
-2;500;PICNIC_BASKET1;58604.11310529306;0;0.0;0.0
-2;500;PICNIC_BASKET2;30210.50478266885;0;0.0;0.0
-2;600;EMERALDS;10000.0;0;0.0;0.0
-2;600;SQUID_INK;1998.5;0;0.0;0.0
-2;600;TOMATOES;4999.5;0;0.0;0.0
-2;600;CROISSANTS;4269.201367074025;0;0.0;0.0
-2;600;JAMS;6530.5060203255125;0;0.0;0.0
-2;600;DJEMBES;13400.419412107067;0;0.0;0.0
-2;600;PICNIC_BASKET1;58605.645675527754;0;0.0;0.0
-2;600;PICNIC_BASKET2;30205.317508947126;0;0.0;0.0
-2;700;EMERALDS;10000.0;0;0.0;0.0
-2;700;SQUID_INK;1998.0;0;0.0;0.0
-2;700;TOMATOES;4999.75;-5;25025.0;26.25
-2;700;CROISSANTS;4269.151615445076;0;0.0;0.0
-2;700;JAMS;6531.175606372143;0;0.0;0.0
-2;700;DJEMBES;13400.12761091183;0;0.0;0.0
-2;700;PICNIC_BASKET1;58605.064122698706;0;0.0;0.0
-2;700;PICNIC_BASKET2;30207.457674524587;0;0.0;0.0
-2;800;EMERALDS;10000.0;0;0.0;0.0
-2;800;SQUID_INK;1997.0;0;0.0;0.0
-2;800;TOMATOES;4999.0;-5;25025.0;30.0
-2;800;CROISSANTS;4269.267506527691;0;0.0;0.0
-2;800;JAMS;6531.1680900098145;0;0.0;0.0
-2;800;DJEMBES;13399.802273776926;0;0.0;0.0
-2;800;PICNIC_BASKET1;58601.91158297251;0;0.0;0.0
-2;800;PICNIC_BASKET2;30209.406206130392;0;0.0;0.0
-2;900;EMERALDS;10000.0;0;0.0;0.0
-2;900;SQUID_INK;2000.5;0;0.0;0.0
-2;900;TOMATOES;4999.0;-5;25025.0;30.0
-2;900;CROISSANTS;4269.746942758657;0;0.0;0.0
-2;900;JAMS;6531.009344647654;0;0.0;0.0
-2;900;DJEMBES;13399.847114017877;0;0.0;0.0
