day,timestamp,abs_timestamp,product,side,price,quantity,fill_type,source_order_price
-1,4200,-995800,EMERALDS,SELL,10000,8,aggressive_cross,10000
-1,8800,-991200,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,49200,-950800,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,51800,-948200,EMERALDS,SELL,10000,9,aggressive_cross,10000
-1,68700,-931300,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,68700,-931300,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,74700,-925300,EMERALDS,SELL,10000,9,aggressive_cross,10000
-1,86500,-913500,EMERALDS,SELL,10000,8,aggressive_cross,10000
-1,114000,-886000,EMERALDS,SELL,10000,9,aggressive_cross,10000
-1,127700,-872300,EMERALDS,SELL,10000,10,aggressive_cross,10000
-1,139100,-860900,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,141600,-858400,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,174700,-825300,TOMATOES,SELL,4992,6,aggressive_cross,4992
-1,183700,-816300,TOMATOES,SELL,4990,6,aggressive_cross,4990
-1,203100,-796900,TOMATOES,SELL,4996,10,aggressive_cross,4996
-1,221000,-779000,TOMATOES,SELL,4986,7,aggressive_cross,4986
-1,234400,-765600,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,235700,-764300,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,235700,-764300,EMERALDS,BUY,10000,10,aggressive_cross,10000
-1,242200,-757800,EMERALDS,BUY,10000,7,aggressive_cross,10000
-1,250700,-749300,TOMATOES,BUY,4983,9,aggressive_cross,4983
-1,269900,-730100,TOMATOES,SELL,4987,6,aggressive_cross,4987
-1,325300,-674700,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,325300,-674700,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,335500,-664500,EMERALDS,SELL,10000,5,aggressive_cross,10000
-1,337600,-662400,TOMATOES,BUY,4986,5,aggressive_cross,4986
-1,362800,-637200,EMERALDS,BUY,10000,7,aggressive_cross,10000
-1,380500,-619500,TOMATOES,BUY,4992,9,aggressive_cross,4992
-1,403900,-596100,TOMATOES,BUY,4994,5,aggressive_cross,4994
-1,415900,-584100,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,419500,-580500,EMERALDS,SELL,10000,5,aggressive_cross,10000
-1,434700,-565300,TOMATOES,SELL,4999,5,aggressive_cross,4999
-1,435000,-565000,EMERALDS,SELL,10000,5,aggressive_cross,10000
-1,441200,-558800,TOMATOES,SELL,4995,10,aggressive_cross,4995
-1,446200,-553800,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,446200,-553800,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,452300,-547700,TOMATOES,BUY,5004,5,aggressive_cross,5004
-1,484200,-515800,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,484300,-515700,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,485000,-515000,TOMATOES,BUY,4982,10,aggressive_cross,4982
-1,495900,-504100,EMERALDS,BUY,10000,5,aggressive_cross,10000
-1,511800,-488200,TOMATOES,SELL,4976,7,aggressive_cross,4976
-1,518200,-481800,TOMATOES,SELL,4973,6,aggressive_cross,4973
-1,545800,-454200,EMERALDS,SELL,10000,10,aggressive_cross,10000
-1,548900,-451100,TOMATOES,SELL,4971,5,aggressive_cross,4971
-1,556200,-443800,TOMATOES,SELL,4973,8,aggressive_cross,4973
-1,561600,-438400,EMERALDS,BUY,10000,9,aggressive_cross,10000
-1,574200,-425800,TOMATOES,SELL,4972,7,aggressive_cross,4972
-1,579600,-420400,TOMATOES,SELL,4974,2,aggressive_cross,4974
-1,585300,-414700,TOMATOES,SELL,4970,9,aggressive_cross,4970
-1,591200,-408800,TOMATOES,SELL,4974,4,aggressive_cross,4974
-1,593600,-406400,TOMATOES,SELL,4971,6,aggressive_cross,4971
-1,612600,-387400,EMERALDS,BUY,10000,8,aggressive_cross,10000
-1,616400,-383600,TOMATOES,SELL,4973,8,aggressive_cross,4973
-1,627100,-372900,TOMATOES,SELL,4973,10,aggressive_cross,4973
-1,689300,-310700,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,689300,-310700,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,712800,-287200,EMERALDS,SELL,10000,5,aggressive_cross,10000
-1,719400,-280600,TOMATOES,SELL,4953,7,aggressive_cross,4953
-1,735300,-264700,TOMATOES,SELL,4951,2,aggressive_cross,4951
-1,739000,-261000,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,739000,-261000,EMERALDS,BUY,10000,9,aggressive_cross,10000
-1,755800,-244200,EMERALDS,BUY,10000,10,aggressive_cross,10000
-1,757700,-242300,TOMATOES,SELL,4970,5,aggressive_cross,4970
-1,762400,-237600,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,764200,-235800,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,764300,-235700,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,767700,-232300,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,767700,-232300,EMERALDS,BUY,10000,9,aggressive_cross,10000
-1,788600,-211400,EMERALDS,SELL,10000,8,aggressive_cross,10000
-1,789700,-210300,TOMATOES,BUY,4958,8,aggressive_cross,4958
-1,822000,-178000,EMERALDS,SELL,9992,4,aggressive_cross,9992
-1,823800,-176200,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,823800,-176200,EMERALDS,SELL,10000,6,aggressive_cross,10000
-1,841200,-158800,TOMATOES,BUY,4960,7,aggressive_cross,4960
-1,848200,-151800,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,907500,-92500,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,907500,-92500,EMERALDS,BUY,10000,10,aggressive_cross,10000
-1,917700,-82300,EMERALDS,SELL,10000,7,aggressive_cross,10000
-1,931400,-68600,TOMATOES,SELL,4959,7,aggressive_cross,4959
-1,938900,-61100,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,950300,-49700,EMERALDS,BUY,10000,7,aggressive_cross,10000
-1,979200,-20800,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,982900,-17100,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,983800,-16200,EMERALDS,BUY,10008,4,aggressive_cross,10008
-1,985400,-14600,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,985400,-14600,EMERALDS,BUY,10000,6,aggressive_cross,10000
-1,989000,-11000,EMERALDS,BUY,10000,7,aggressive_cross,10000
