day,timestamp,abs_timestamp,product,side,price,quantity,fill_type,source_order_price
-2,51800,-1948200,EMERALDS,BUY,10000,10,aggressive_cross,10000
-2,89400,-1910600,EMERALDS,SELL,10000,9,aggressive_cross,10000
-2,115300,-1884700,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,131700,-1868300,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,185400,-1814600,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,195500,-1804500,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,222000,-1778000,TOMATOES,SELL,4993,6,aggressive_cross,4993
-2,222300,-1777700,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,225100,-1774900,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,238000,-1762000,TOMATOES,SELL,4991,5,aggressive_cross,4991
-2,247500,-1752500,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,249900,-1750100,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,250400,-1749600,TOMATOES,SELL,4991,8,aggressive_cross,4991
-2,272200,-1727800,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,274300,-1725700,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,277700,-1722300,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,299400,-1700600,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,306600,-1693400,EMERALDS,BUY,10000,7,aggressive_cross,10000
-2,320600,-1679400,EMERALDS,BUY,10000,10,aggressive_cross,10000
-2,345200,-1654800,EMERALDS,SELL,10000,10,aggressive_cross,10000
-2,439200,-1560800,EMERALDS,BUY,10000,5,aggressive_cross,10000
-2,457100,-1542900,EMERALDS,BUY,10000,10,aggressive_cross,10000
-2,494600,-1505400,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,501100,-1498900,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,519500,-1480500,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,546500,-1453500,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,599500,-1400500,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,622200,-1377800,EMERALDS,SELL,10000,10,aggressive_cross,10000
-2,631000,-1369000,EMERALDS,SELL,10000,6,aggressive_cross,10000
-2,645300,-1354700,EMERALDS,SELL,10000,10,aggressive_cross,10000
-2,660400,-1339600,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,674700,-1325300,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,681200,-1318800,EMERALDS,SELL,10000,9,aggressive_cross,10000
-2,683400,-1316600,TOMATOES,BUY,5012,5,aggressive_cross,5012
-2,716800,-1283200,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,726700,-1273300,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,727800,-1272200,EMERALDS,SELL,10000,8,aggressive_cross,10000
-2,758000,-1242000,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,790700,-1209300,EMERALDS,BUY,10000,10,aggressive_cross,10000
-2,800100,-1199900,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,812400,-1187600,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,818700,-1181300,EMERALDS,SELL,10000,5,aggressive_cross,10000
-2,838300,-1161700,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,853300,-1146700,EMERALDS,BUY,10000,9,aggressive_cross,10000
-2,902500,-1097500,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,920800,-1079200,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,941600,-1058400,EMERALDS,BUY,10000,8,aggressive_cross,10000
-2,945300,-1054700,EMERALDS,SELL,10000,7,aggressive_cross,10000
-2,950600,-1049400,EMERALDS,BUY,10000,6,aggressive_cross,10000
-2,967600,-1032400,EMERALDS,BUY,10000,7,aggressive_cross,10000
-2,978500,-1021500,TOMATOES,SELL,5006,5,aggressive_cross,5006
-2,986000,-1014000,EMERALDS,BUY,10000,7,aggressive_cross,10000
-2,995500,-1004500,EMERALDS,BUY,10000,8,aggressive_cross,10000
